GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,5.895,1.468,-22.259,2.574
4.000,1.400,-24.125,6.231,1.331,-21.545,3.411
4.000,1.400,-24.250,5.991,1.533,-21.991,3.014
4.000,1.400,-24.375,5.973,1.267,-22.226,2.920
4.000,1.400,-24.500,5.967,1.363,-22.438,2.850
4.000,1.400,-24.625,6.056,1.453,-21.945,3.378
4.000,1.400,-24.750,6.687,1.267,-22.168,3.728
4.000,1.400,-24.875,6.237,1.288,-22.648,3.159
4.000,1.400,-25.000,6.356,1.428,-22.949,3.124
4.000,1.400,-25.125,6.511,1.593,-22.806,3.423
4.000,1.400,-25.250,6.154,1.650,-23.683,2.675
4.000,1.400,-25.375,5.098,1.621,-23.472,2.208
4.000,1.400,-25.500,5.930,1.554,-23.675,2.661
4.000,1.400,-25.625,6.214,1.419,-22.484,3.843
4.000,1.400,-25.750,5.201,1.606,-22.604,3.374
4.000,1.400,-25.875,6.324,1.447,-23.306,3.465
4.000,1.400,-26.000,6.172,1.321,-22.302,4.289
4.000,1.400,-26.125,5.091,1.713,-23.001,3.324
4.000,1.400,-26.250,6.445,1.438,-22.696,4.314
4.000,1.400,-26.375,7.393,1.518,-23.687,4.330
4.000,1.400,-26.500,7.451,1.469,-22.926,4.969
4.000,1.400,-26.625,6.839,1.562,-24.479,3.562
4.000,1.400,-26.750,7.649,1.700,-24.717,4.188
4.000,1.400,-26.875,6.425,1.464,-23.543,4.121
4.000,1.400,-27.000,6.292,1.412,-23.269,4.379
4.000,1.400,-27.000,6.045,1.531,-24.214,3.458
4.113,1.400,-27.000,6.546,1.530,-23.859,3.975
4.225,1.400,-27.000,6.006,1.507,-24.385,3.165
4.338,1.400,-27.000,6.387,1.535,-24.280,3.409
4.450,1.400,-27.000,5.994,1.570,-24.075,3.312
4.563,1.400,-27.000,6.355,1.514,-23.838,3.636
4.675,1.400,-27.000,6.343,1.496,-24.162,3.294
4.788,1.400,-27.000,5.632,1.464,-23.843,3.269
4.900,1.400,-27.000,5.727,1.620,-23.390,3.711
5.013,1.400,-27.000,7.180,1.624,-23.967,3.735
5.125,1.400,-27.000,6.923,1.879,-25.128,2.640
5.238,1.400,-27.000,6.282,1.696,-25.415,1.921
5.350,1.400,-27.000,6.633,1.609,-23.922,3.341
5.463,1.400,-27.000,6.494,1.688,-24.153,3.042
5.575,1.400,-27.000,6.307,2.009,-24.871,2.332
5.688,1.400,-27.000,6.791,1.771,-24.569,2.695
5.800,1.400,-27.000,4.563,1.632,-24.578,2.729
5.913,1.400,-27.000,4.582,1.613,-24.629,2.727
6.025,1.400,-27.000,4.934,1.621,-25.735,1.685
6.138,1.400,-27.000,4.558,1.817,-26.071,1.880
6.250,1.400,-27.000,4.675,1.721,-26.167,1.810
6.363,1.400,-27.000,4.644,1.615,-25.655,2.193
6.475,1.400,-27.000,4.476,1.832,-26.020,2.268
6.588,1.400,-27.000,4.535,1.782,-26.555,2.135
6.700,1.400,-27.000,4.778,1.628,-26.478,2.004
6.700,1.400,-27.000,4.662,1.660,-26.316,2.165
6.700,1.400,-26.824,4.825,1.875,-26.865,1.935
6.700,1.400,-26.647,4.897,1.691,-26.476,1.835
6.700,1.400,-26.471,5.008,1.818,-25.789,1.871
6.700,1.400,-26.294,4.396,1.717,-25.919,2.356
6.700,1.400,-26.118,4.398,1.829,-25.533,2.414
6.700,1.400,-25.941,5.063,1.825,-25.823,1.696
6.700,1.400,-25.765,4.539,1.740,-26.203,2.231
6.700,1.400,-25.588,4.188,1.851,-26.751,2.805
6.700,1.400,-25.412,4.356,1.838,-26.059,2.471
6.700,1.400,-25.235,3.889,1.728,-26.290,3.021
6.700,1.400,-25.059,3.999,1.846,-27.036,3.376
6.700,1.400,-24.882,4.224,1.662,-25.601,2.591
6.700,1.400,-24.706,4.376,1.773,-25.081,2.384
6.700,1.400,-24.529,4.333,1.738,-25.016,2.440
6.700,1.400,-24.353,3.847,1.717,-25.092,2.965
6.700,1.400,-24.176,4.122,1.712,-24.988,2.720
6.700,1.400,-24.000,4.323,1.734,-25.266,2.713
6.700,1.400,-23.824,3.652,1.642,-24.714,3.184
6.700,1.400,-23.647,4.213,1.680,-24.664,2.701
6.700,1.400,-23.471,4.375,1.475,-24.797,2.677
6.700,1.400,-23.294,4.438,1.646,-24.521,2.585
6.700,1.400,-23.118,3.768,1.792,-24.189,3.146
6.700,1.400,-22.941,3.763,1.622,-24.071,3.155
6.700,1.400,-22.765,3.765,1.594,-24.696,3.518
6.700,1.400,-22.588,3.957,1.548,-24.252,3.212
6.700,1.400,-22.412,4.254,1.775,-24.107,3.000
6.700,1.400,-22.235,4.354,1.701,-24.428,3.225
6.700,1.400,-22.059,3.808,1.545,-23.669,3.313
6.700,1.400,-21.882,4.135,1.632,-24.009,3.340
6.700,1.400,-21.706,4.189,1.569,-23.817,3.285
6.700,1.400,-21.529,3.663,1.543,-23.842,3.820
6.700,1.400,-21.353,3.545,1.776,-24.035,4.158
6.700,1.400,-21.176,3.931,1.879,-23.523,3.661
6.700,1.400,-21.000,3.245,1.827,-23.772,4.450
