GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,6.395,1.664,-24.012,2.410
4.000,1.400,-24.125,4.611,2.139,-23.423,1.188
4.000,1.400,-24.250,5.785,1.733,-23.146,2.125
4.000,1.400,-24.375,3.697,1.960,-22.469,2.010
4.000,1.400,-24.500,6.469,1.713,-24.072,2.525
4.000,1.400,-24.625,4.881,2.189,-23.189,1.860
4.000,1.400,-24.750,5.295,2.241,-24.057,1.692
4.000,1.400,-24.875,4.571,2.225,-23.059,2.075
4.000,1.400,-25.000,6.752,1.634,-21.597,4.383
4.000,1.400,-25.125,5.227,2.286,-25.590,1.583
4.000,1.400,-25.250,5.550,1.795,-24.157,1.938
4.000,1.400,-25.375,6.084,2.112,-24.662,2.315
4.000,1.400,-25.500,5.647,1.650,-24.489,1.949
4.000,1.400,-25.625,5.029,1.882,-23.763,2.182
4.000,1.400,-25.750,4.022,2.178,-25.087,1.022
4.000,1.400,-25.875,5.465,1.620,-24.495,2.025
4.000,1.400,-26.000,5.928,2.124,-24.764,2.402
4.000,1.400,-26.125,4.391,2.374,-21.337,4.901
4.000,1.400,-26.250,5.495,2.178,-24.589,2.366
4.000,1.400,-26.375,5.771,2.199,-23.996,3.072
4.000,1.400,-26.500,5.326,2.031,-22.599,4.168
4.000,1.400,-26.625,3.495,1.879,-22.949,3.742
4.000,1.400,-26.750,5.064,1.805,-24.631,2.406
4.000,1.400,-26.875,5.006,1.755,-25.971,1.398
4.000,1.400,-27.000,5.159,1.716,-27.443,1.280
4.000,1.400,-27.000,4.941,1.805,-24.674,2.541
4.113,1.400,-27.000,6.595,2.130,-25.955,2.790
4.225,1.400,-27.000,2.700,1.966,-21.443,5.790
4.338,1.400,-27.000,6.189,1.559,-24.547,3.078
4.450,1.400,-27.000,6.137,1.466,-24.864,2.723
4.563,1.400,-27.000,7.106,2.111,-26.372,2.715
4.675,1.400,-27.000,6.608,1.817,-24.611,3.102
4.788,1.400,-27.000,5.284,1.832,-24.437,2.646
4.900,1.400,-27.000,6.633,1.799,-25.981,2.050
5.013,1.400,-27.000,5.279,1.747,-24.866,2.178
5.125,1.400,-27.000,4.034,1.964,-25.869,1.669
5.238,1.400,-27.000,5.575,2.499,-24.988,2.318
5.350,1.400,-27.000,5.613,1.750,-23.966,3.065
5.463,1.400,-27.000,5.738,2.651,-24.132,3.141
5.575,1.400,-27.000,5.297,1.945,-25.162,1.938
5.688,1.400,-27.000,4.634,2.147,-25.444,2.022
5.800,1.400,-27.000,6.865,1.919,-24.180,3.059
5.913,1.400,-27.000,5.385,2.199,-25.831,1.511
6.025,1.400,-27.000,5.129,1.934,-23.076,4.061
6.138,1.400,-27.000,7.070,1.632,-25.764,1.566
6.250,1.400,-27.000,4.823,2.040,-26.987,1.564
6.363,1.400,-27.000,4.231,1.802,-23.665,3.979
6.475,1.400,-27.000,5.378,1.753,-24.842,2.447
6.588,1.400,-27.000,7.001,1.695,-25.440,1.641
6.700,1.400,-27.000,4.098,2.251,-25.401,3.170
6.700,1.400,-27.000,5.728,1.845,-26.005,1.460
6.700,1.400,-26.824,6.916,2.073,-23.391,3.505
6.700,1.400,-26.647,4.957,2.199,-24.329,3.008
6.700,1.400,-26.471,3.471,1.903,-23.988,4.104
6.700,1.400,-26.294,6.693,1.801,-23.372,2.949
6.700,1.400,-26.118,6.550,1.610,-22.036,4.089
6.700,1.400,-25.941,5.363,1.976,-22.717,3.537
6.700,1.400,-25.765,4.663,1.881,-24.164,2.635
6.700,1.400,-25.588,5.907,1.775,-24.414,1.466
6.700,1.400,-25.412,3.914,1.930,-23.073,3.676
6.700,1.400,-25.235,2.355,1.961,-24.975,4.388
6.700,1.400,-25.059,6.932,2.046,-22.158,2.981
6.700,1.400,-24.882,5.421,1.906,-23.655,1.844
6.700,1.400,-24.706,4.395,1.655,-25.139,2.360
6.700,1.400,-24.529,6.422,1.862,-24.499,0.539
6.700,1.400,-24.353,5.137,1.831,-24.522,1.630
6.700,1.400,-24.176,4.081,2.134,-25.430,2.994
6.700,1.400,-24.000,5.544,1.636,-23.500,1.282
6.700,1.400,-23.824,5.619,2.094,-23.983,1.295
6.700,1.400,-23.647,5.017,2.424,-24.903,2.337
6.700,1.400,-23.471,7.219,2.136,-24.042,1.067
6.700,1.400,-23.294,5.216,2.027,-24.361,1.932
6.700,1.400,-23.118,4.107,1.756,-24.264,2.857
6.700,1.400,-22.941,5.338,1.548,-24.627,2.173
6.700,1.400,-22.765,5.451,2.066,-24.593,2.312
6.700,1.400,-22.588,6.168,2.012,-24.451,2.032
6.700,1.400,-22.412,3.339,1.856,-23.859,3.688
6.700,1.400,-22.235,5.271,1.962,-23.577,2.039
6.700,1.400,-22.059,7.420,1.942,-26.919,4.943
6.700,1.400,-21.882,5.239,1.836,-25.826,4.228
6.700,1.400,-21.706,5.743,1.799,-21.320,1.107
6.700,1.400,-21.529,4.243,1.841,-22.976,2.885
6.700,1.400,-21.353,4.187,1.986,-23.193,3.169
6.700,1.400,-21.176,6.410,1.006,-23.956,2.823
6.700,1.400,-21.000,5.709,1.844,-23.422,2.655
