GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,5.464,1.968,-24.651,1.700
4.000,1.400,-24.125,5.983,1.693,-26.317,2.971
4.000,1.400,-24.250,5.305,1.871,-24.038,1.403
4.000,1.400,-24.375,4.837,2.100,-25.915,1.887
4.000,1.400,-24.500,6.632,1.549,-21.974,3.652
4.000,1.400,-24.625,6.901,2.082,-21.604,4.244
4.000,1.400,-24.750,7.814,2.056,-23.944,3.953
4.000,1.400,-24.875,3.756,1.853,-25.211,0.615
4.000,1.400,-25.000,8.185,1.614,-24.063,4.295
4.000,1.400,-25.125,5.023,2.232,-24.754,1.370
4.000,1.400,-25.250,4.781,1.579,-23.326,2.084
4.000,1.400,-25.375,3.953,2.046,-25.387,0.648
4.000,1.400,-25.500,6.204,1.627,-26.009,2.273
4.000,1.400,-25.625,6.447,1.905,-26.018,2.529
4.000,1.400,-25.750,4.357,1.971,-23.843,2.022
4.000,1.400,-25.875,4.101,1.716,-25.181,0.769
4.000,1.400,-26.000,4.252,2.138,-24.730,1.490
4.000,1.400,-26.125,5.243,2.128,-24.986,1.836
4.000,1.400,-26.250,6.799,1.827,-24.480,3.339
4.000,1.400,-26.375,7.117,1.953,-25.318,3.338
4.000,1.400,-26.500,4.157,1.885,-23.692,2.854
4.000,1.400,-26.625,4.731,1.946,-21.996,4.718
4.000,1.400,-26.750,7.119,1.776,-22.494,5.290
4.000,1.400,-26.875,5.398,1.463,-24.960,2.372
4.000,1.400,-27.000,5.580,2.027,-23.758,3.661
4.000,1.400,-27.000,5.816,2.185,-26.488,2.044
4.113,1.400,-27.000,4.432,1.789,-24.048,2.994
4.225,1.400,-27.000,5.701,1.708,-25.138,2.396
4.338,1.400,-27.000,6.018,1.969,-23.969,3.512
4.450,1.400,-27.000,5.767,1.851,-25.385,2.132
4.563,1.400,-27.000,5.701,1.692,-23.654,3.547
4.675,1.400,-27.000,4.549,1.709,-26.365,0.718
4.788,1.400,-27.000,4.053,1.589,-23.635,3.449
4.900,1.400,-27.000,7.018,1.823,-22.931,4.607
5.013,1.400,-27.000,4.010,1.864,-22.819,4.325
5.125,1.400,-27.000,5.765,1.957,-24.249,2.879
5.238,1.400,-27.000,3.922,2.202,-26.373,1.664
5.350,1.400,-27.000,6.072,1.979,-26.056,1.322
5.463,1.400,-27.000,4.785,1.602,-24.496,2.602
5.575,1.400,-27.000,4.608,2.632,-26.193,1.761
5.688,1.400,-27.000,5.420,1.815,-26.492,0.708
5.800,1.400,-27.000,4.955,1.862,-26.982,0.963
5.913,1.400,-27.000,5.063,1.814,-24.427,2.742
6.025,1.400,-27.000,5.761,1.950,-25.549,1.574
6.138,1.400,-27.000,4.825,2.003,-25.760,1.904
6.250,1.400,-27.000,5.633,1.909,-25.756,1.479
6.363,1.400,-27.000,5.486,1.883,-25.677,1.659
6.475,1.400,-27.000,5.454,1.854,-23.050,4.105
6.588,1.400,-27.000,4.610,1.949,-24.110,3.545
6.700,1.400,-27.000,6.587,2.078,-25.410,1.732
6.700,1.400,-27.000,3.804,1.773,-27.097,2.922
6.700,1.400,-26.824,5.665,1.873,-24.772,2.346
6.700,1.400,-26.647,5.404,1.853,-23.058,3.842
6.700,1.400,-26.471,4.887,2.104,-25.481,2.183
6.700,1.400,-26.294,3.693,1.919,-24.864,3.370
6.700,1.400,-26.118,5.043,2.016,-22.944,3.633
6.700,1.400,-25.941,5.190,1.733,-23.874,2.582
6.700,1.400,-25.765,6.299,1.602,-26.770,1.101
6.700,1.400,-25.588,4.309,1.754,-24.760,2.555
6.700,1.400,-25.412,6.432,1.540,-24.671,0.800
6.700,1.400,-25.235,5.065,2.131,-23.261,2.665
6.700,1.400,-25.059,5.621,1.924,-26.650,1.992
6.700,1.400,-24.882,4.823,1.752,-26.303,2.380
6.700,1.400,-24.706,4.143,2.138,-27.018,3.525
6.700,1.400,-24.529,5.444,1.546,-25.717,1.735
6.700,1.400,-24.353,5.666,2.070,-23.327,1.603
6.700,1.400,-24.176,4.992,1.675,-25.686,2.296
6.700,1.400,-24.000,6.372,2.134,-24.763,1.108
6.700,1.400,-23.824,6.396,2.019,-24.751,1.156
6.700,1.400,-23.647,5.500,1.937,-24.509,1.572
6.700,1.400,-23.471,6.803,2.490,-25.888,2.653
6.700,1.400,-23.294,5.432,1.757,-25.425,2.505
6.700,1.400,-23.118,6.708,2.109,-24.545,1.593
6.700,1.400,-22.941,5.506,1.572,-22.067,1.490
6.700,1.400,-22.765,4.808,1.955,-23.291,2.041
6.700,1.400,-22.588,5.626,2.052,-23.114,1.362
6.700,1.400,-22.412,4.280,1.882,-24.963,3.549
6.700,1.400,-22.235,5.957,1.956,-24.105,2.087
6.700,1.400,-22.059,5.826,1.871,-24.609,2.737
6.700,1.400,-21.882,5.468,1.943,-26.672,4.975
6.700,1.400,-21.706,7.436,1.705,-23.783,2.224
6.700,1.400,-21.529,5.541,1.789,-26.130,4.760
6.700,1.400,-21.353,5.995,2.290,-24.106,2.978
6.700,1.400,-21.176,3.213,1.943,-21.527,3.546
6.700,1.400,-21.000,4.314,1.917,-24.131,3.971
