GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,6.810,1.992,-23.351,2.944
4.000,1.400,-24.125,5.295,1.832,-23.904,1.383
4.000,1.400,-24.250,5.029,2.041,-21.619,2.896
4.000,1.400,-24.375,5.834,1.626,-25.747,2.301
4.000,1.400,-24.500,5.789,1.612,-23.960,1.881
4.000,1.400,-24.625,5.475,1.978,-22.175,2.918
4.000,1.400,-24.750,4.145,2.010,-26.007,1.404
4.000,1.400,-24.875,5.693,1.976,-25.943,2.083
4.000,1.400,-25.000,6.307,1.739,-24.924,2.333
4.000,1.400,-25.125,5.307,1.890,-23.878,1.871
4.000,1.400,-25.250,5.375,1.522,-25.435,1.393
4.000,1.400,-25.375,5.450,1.598,-23.751,2.186
4.000,1.400,-25.500,5.201,1.910,-22.304,3.452
4.000,1.400,-25.625,5.016,1.704,-25.323,1.103
4.000,1.400,-25.750,3.617,1.665,-23.665,2.136
4.000,1.400,-25.875,6.693,1.254,-21.490,5.148
4.000,1.400,-26.000,5.998,1.861,-20.729,5.656
4.000,1.400,-26.125,5.293,1.809,-23.574,2.889
4.000,1.400,-26.250,6.420,1.836,-24.485,3.027
4.000,1.400,-26.375,1.895,1.534,-25.679,2.221
4.000,1.400,-26.500,5.486,1.935,-21.990,4.779
4.000,1.400,-26.625,4.719,2.085,-23.702,3.087
4.000,1.400,-26.750,5.548,2.275,-24.432,2.922
4.000,1.400,-26.875,3.906,1.675,-23.719,3.170
4.000,1.400,-27.000,5.733,1.959,-25.616,2.288
4.000,1.400,-27.000,7.119,2.224,-22.235,5.754
4.113,1.400,-27.000,5.632,1.989,-25.207,2.423
4.225,1.400,-27.000,4.668,2.035,-23.518,3.567
4.338,1.400,-27.000,6.821,2.291,-25.568,3.002
4.450,1.400,-27.000,6.264,1.792,-22.623,4.754
4.563,1.400,-27.000,7.139,2.198,-22.590,5.169
4.675,1.400,-27.000,5.395,1.754,-25.188,1.982
4.788,1.400,-27.000,5.177,2.375,-27.215,1.072
4.900,1.400,-27.000,6.171,2.101,-24.696,2.723
5.013,1.400,-27.000,3.851,1.948,-24.697,2.637
5.125,1.400,-27.000,5.519,1.742,-25.991,1.136
5.238,1.400,-27.000,4.036,1.723,-26.341,1.408
5.350,1.400,-27.000,4.062,2.120,-25.901,1.840
5.463,1.400,-27.000,4.615,1.654,-24.440,2.708
5.575,1.400,-27.000,4.225,1.837,-26.499,1.504
5.688,1.400,-27.000,5.740,1.550,-24.527,2.478
5.800,1.400,-27.000,5.294,1.365,-25.187,1.882
5.913,1.400,-27.000,5.208,1.838,-24.837,2.316
6.025,1.400,-27.000,3.439,1.839,-26.518,2.666
6.138,1.400,-27.000,5.468,1.522,-22.531,4.520
6.250,1.400,-27.000,6.914,1.899,-24.043,3.072
6.363,1.400,-27.000,5.534,1.789,-23.933,3.200
6.475,1.400,-27.000,4.312,2.012,-23.101,4.501
6.588,1.400,-27.000,5.166,1.549,-25.147,2.340
6.700,1.400,-27.000,3.724,1.538,-24.038,4.201
6.700,1.400,-27.000,5.005,1.902,-24.248,3.271
6.700,1.400,-26.824,5.389,1.769,-24.203,2.953
6.700,1.400,-26.647,4.111,1.786,-25.866,2.732
6.700,1.400,-26.471,5.205,1.859,-25.968,1.643
6.700,1.400,-26.294,5.953,1.765,-26.637,0.899
6.700,1.400,-26.118,5.678,1.964,-25.155,1.513
6.700,1.400,-25.941,6.566,1.826,-26.603,0.798
6.700,1.400,-25.765,5.011,1.969,-22.224,3.964
6.700,1.400,-25.588,5.703,1.929,-21.028,4.698
6.700,1.400,-25.412,3.968,2.154,-28.039,3.865
6.700,1.400,-25.235,3.832,1.921,-25.951,3.001
6.700,1.400,-25.059,7.477,1.946,-26.025,1.355
6.700,1.400,-24.882,4.691,2.194,-27.408,3.323
6.700,1.400,-24.706,5.373,1.836,-24.885,1.408
6.700,1.400,-24.529,5.984,1.896,-22.466,2.240
6.700,1.400,-24.353,5.718,1.976,-24.060,1.175
6.700,1.400,-24.176,4.257,2.252,-25.518,2.914
6.700,1.400,-24.000,6.013,1.865,-25.878,2.053
6.700,1.400,-23.824,4.207,2.020,-23.399,2.604
6.700,1.400,-23.647,6.319,2.044,-25.164,1.691
6.700,1.400,-23.471,6.236,1.813,-23.618,0.639
6.700,1.400,-23.294,5.550,1.894,-24.078,1.477
6.700,1.400,-23.118,4.546,1.791,-23.023,2.191
6.700,1.400,-22.941,4.837,1.895,-24.654,2.579
6.700,1.400,-22.765,4.389,1.700,-21.387,2.707
6.700,1.400,-22.588,4.063,1.632,-27.377,5.472
6.700,1.400,-22.412,4.945,2.003,-22.905,1.920
6.700,1.400,-22.235,5.384,2.024,-24.157,2.411
6.700,1.400,-22.059,4.659,1.867,-27.219,5.568
6.700,1.400,-21.882,6.007,1.654,-23.732,1.992
6.700,1.400,-21.706,4.383,1.676,-27.202,5.971
6.700,1.400,-21.529,4.352,2.196,-24.590,3.939
6.700,1.400,-21.353,4.819,1.811,-26.568,5.559
6.700,1.400,-21.176,5.920,1.707,-25.939,4.835
6.700,1.400,-21.000,5.346,1.929,-25.971,5.180
