GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,5.508,1.871,-23.543,1.645
4.000,1.400,-24.125,4.480,1.732,-23.286,1.022
4.000,1.400,-24.250,5.133,2.077,-21.247,3.280
4.000,1.400,-24.375,6.218,1.781,-25.137,2.377
4.000,1.400,-24.500,5.559,1.641,-21.450,3.434
4.000,1.400,-24.625,5.231,1.886,-25.624,1.658
4.000,1.400,-24.750,5.769,1.954,-23.924,2.029
4.000,1.400,-24.875,5.309,2.220,-24.131,1.715
4.000,1.400,-25.000,4.400,1.975,-26.011,1.230
4.000,1.400,-25.125,5.047,1.383,-23.942,1.580
4.000,1.400,-25.250,5.701,1.583,-24.980,1.732
4.000,1.400,-25.375,4.819,1.723,-23.879,1.736
4.000,1.400,-25.500,6.928,1.935,-24.563,3.120
4.000,1.400,-25.625,3.844,1.777,-22.877,2.778
4.000,1.400,-25.750,3.426,1.785,-23.701,2.162
4.000,1.400,-25.875,5.339,1.543,-21.662,4.423
4.000,1.400,-26.000,5.796,1.769,-24.034,2.688
4.000,1.400,-26.125,6.687,1.854,-25.140,2.897
4.000,1.400,-26.250,6.711,1.747,-23.697,3.740
4.000,1.400,-26.375,5.458,1.695,-22.643,4.017
4.000,1.400,-26.500,5.553,1.794,-22.555,4.258
4.000,1.400,-26.625,6.064,1.558,-22.965,4.205
4.000,1.400,-26.750,5.667,1.906,-24.320,2.990
4.000,1.400,-26.875,7.199,2.037,-22.322,5.601
4.000,1.400,-27.000,5.780,2.048,-22.752,4.651
4.000,1.400,-27.000,5.200,1.673,-22.734,4.440
4.113,1.400,-27.000,6.568,1.983,-25.582,2.895
4.225,1.400,-27.000,5.738,1.715,-23.458,3.864
4.338,1.400,-27.000,5.191,1.557,-22.998,4.095
4.450,1.400,-27.000,6.276,1.531,-25.975,2.098
4.563,1.400,-27.000,5.851,1.743,-24.041,3.246
4.675,1.400,-27.000,7.546,1.627,-25.831,3.108
4.788,1.400,-27.000,6.146,1.579,-24.632,2.736
4.900,1.400,-27.000,4.817,1.990,-27.472,0.760
5.013,1.400,-27.000,3.364,2.153,-24.818,2.837
5.125,1.400,-27.000,4.930,1.546,-29.103,2.117
5.238,1.400,-27.000,4.950,2.125,-25.238,1.927
5.350,1.400,-27.000,6.464,1.929,-22.787,4.390
5.463,1.400,-27.000,7.049,1.696,-24.518,2.961
5.575,1.400,-27.000,4.953,1.918,-25.941,1.333
5.688,1.400,-27.000,5.050,1.759,-25.037,2.095
5.800,1.400,-27.000,4.775,2.078,-27.288,1.262
5.913,1.400,-27.000,5.009,1.794,-25.030,2.203
6.025,1.400,-27.000,5.499,1.809,-25.650,1.506
6.138,1.400,-27.000,4.798,1.759,-23.945,3.355
6.250,1.400,-27.000,5.465,1.579,-24.855,2.291
6.363,1.400,-27.000,4.636,1.856,-26.567,1.837
6.475,1.400,-27.000,3.334,1.815,-26.071,3.301
6.588,1.400,-27.000,5.283,1.731,-24.142,3.159
6.700,1.400,-27.000,4.670,1.942,-24.339,3.390
6.700,1.400,-27.000,6.218,2.247,-24.573,2.616
6.700,1.400,-26.824,3.920,1.958,-25.297,3.220
6.700,1.400,-26.647,5.987,1.653,-23.296,3.435
6.700,1.400,-26.471,4.231,1.718,-24.333,3.281
6.700,1.400,-26.294,6.007,2.266,-25.245,1.527
6.700,1.400,-26.118,5.299,1.682,-25.105,1.751
6.700,1.400,-25.941,5.954,1.724,-22.908,3.141
6.700,1.400,-25.765,4.886,1.898,-25.455,1.907
6.700,1.400,-25.588,5.348,1.809,-25.828,1.432
6.700,1.400,-25.412,4.402,1.959,-26.270,2.516
6.700,1.400,-25.235,4.430,2.009,-25.908,2.445
6.700,1.400,-25.059,4.234,2.014,-21.579,4.309
6.700,1.400,-24.882,4.535,1.931,-26.683,2.865
6.700,1.400,-24.706,5.520,1.919,-23.656,1.662
6.700,1.400,-24.529,5.527,1.823,-25.644,1.673
6.700,1.400,-24.353,4.398,1.924,-25.217,2.514
6.700,1.400,-24.176,4.484,2.209,-23.418,2.478
6.700,1.400,-24.000,5.673,1.344,-26.796,2.979
6.700,1.400,-23.824,5.844,1.715,-23.421,0.997
6.700,1.400,-23.647,3.463,1.820,-25.735,3.875
6.700,1.400,-23.471,5.273,1.633,-22.583,1.697
6.700,1.400,-23.294,4.569,2.042,-24.976,2.790
6.700,1.400,-23.118,4.686,1.686,-23.023,2.036
6.700,1.400,-22.941,5.288,1.607,-25.810,3.204
6.700,1.400,-22.765,5.069,1.714,-21.896,1.875
6.700,1.400,-22.588,4.143,1.563,-24.217,3.036
6.700,1.400,-22.412,5.996,1.534,-25.320,2.995
6.700,1.400,-22.235,2.557,1.973,-21.943,4.193
6.700,1.400,-22.059,4.552,1.809,-23.912,2.866
6.700,1.400,-21.882,4.421,1.855,-24.748,3.689
6.700,1.400,-21.706,3.502,1.698,-27.079,6.260
6.700,1.400,-21.529,3.747,1.704,-23.854,3.771
6.700,1.400,-21.353,4.516,1.738,-22.656,2.566
6.700,1.400,-21.176,6.659,1.654,-23.455,2.293
6.700,1.400,-21.000,2.780,1.741,-24.919,5.554
