GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,5.614,1.991,-22.713,2.147
4.000,1.400,-24.125,5.459,1.858,-26.309,2.666
4.000,1.400,-24.250,5.777,1.817,-23.928,1.853
4.000,1.400,-24.375,4.885,1.949,-24.097,1.078
4.000,1.400,-24.500,4.271,2.316,-24.085,1.042
4.000,1.400,-24.625,5.875,2.155,-24.240,2.057
4.000,1.400,-24.750,5.519,2.192,-24.265,1.781
4.000,1.400,-24.875,5.933,2.020,-22.033,3.492
4.000,1.400,-25.000,4.853,2.290,-23.181,2.198
4.000,1.400,-25.125,4.742,2.000,-23.096,2.242
4.000,1.400,-25.250,5.090,1.918,-23.482,2.140
4.000,1.400,-25.375,4.908,2.270,-24.580,1.488
4.000,1.400,-25.500,5.011,1.954,-22.934,2.813
4.000,1.400,-25.625,6.316,2.000,-24.142,2.815
4.000,1.400,-25.750,5.582,1.816,-23.382,2.878
4.000,1.400,-25.875,4.344,1.825,-24.028,1.926
4.000,1.400,-26.000,4.527,1.965,-22.727,3.363
4.000,1.400,-26.125,5.237,2.023,-24.465,2.162
4.000,1.400,-26.250,5.252,2.069,-26.137,1.424
4.000,1.400,-26.375,5.323,2.419,-23.158,3.625
4.000,1.400,-26.500,4.641,2.308,-22.357,4.290
4.000,1.400,-26.625,5.979,2.193,-22.845,4.340
4.000,1.400,-26.750,4.381,1.819,-23.851,2.954
4.000,1.400,-26.875,4.972,2.016,-22.991,4.051
4.000,1.400,-27.000,5.869,2.159,-23.127,4.367
4.000,1.400,-27.000,4.482,1.923,-25.503,1.657
4.113,1.400,-27.000,5.233,2.143,-24.546,2.798
4.225,1.400,-27.000,6.087,1.852,-26.116,2.110
4.338,1.400,-27.000,4.648,1.818,-23.880,3.163
4.450,1.400,-27.000,5.342,1.910,-22.483,4.632
4.563,1.400,-27.000,5.367,1.784,-23.857,3.267
4.675,1.400,-27.000,4.993,1.806,-25.017,2.049
4.788,1.400,-27.000,6.821,1.795,-23.369,4.181
4.900,1.400,-27.000,5.219,2.036,-25.172,1.962
5.013,1.400,-27.000,4.133,2.173,-24.234,3.004
5.125,1.400,-27.000,5.391,2.275,-24.891,2.299
5.238,1.400,-27.000,5.341,1.839,-23.784,3.247
5.350,1.400,-27.000,5.505,1.871,-24.521,2.529
5.463,1.400,-27.000,4.212,1.944,-23.063,4.167
5.575,1.400,-27.000,6.346,1.878,-23.040,4.063
5.688,1.400,-27.000,4.779,2.103,-24.629,2.634
5.800,1.400,-27.000,4.211,2.206,-24.159,3.353
5.913,1.400,-27.000,4.602,2.061,-24.581,2.830
6.025,1.400,-27.000,5.008,1.684,-24.012,3.169
6.138,1.400,-27.000,5.032,2.115,-22.580,4.612
6.250,1.400,-27.000,5.396,1.781,-23.511,3.612
6.363,1.400,-27.000,5.996,2.222,-24.968,2.222
6.475,1.400,-27.000,5.059,2.310,-24.204,3.264
6.588,1.400,-27.000,5.923,2.060,-22.243,4.849
6.700,1.400,-27.000,5.002,1.928,-24.841,2.797
6.700,1.400,-27.000,5.228,1.951,-25.406,2.238
6.700,1.400,-26.824,4.295,2.202,-22.735,4.811
6.700,1.400,-26.647,6.635,2.258,-23.854,2.923
6.700,1.400,-26.471,5.517,2.505,-24.585,2.485
6.700,1.400,-26.294,5.644,2.402,-23.787,2.899
6.700,1.400,-26.118,4.990,2.163,-25.593,1.944
6.700,1.400,-25.941,4.847,2.065,-24.377,2.514
6.700,1.400,-25.765,4.741,2.220,-24.909,2.290
6.700,1.400,-25.588,5.290,1.822,-22.897,3.068
6.700,1.400,-25.412,5.638,1.933,-23.611,2.158
6.700,1.400,-25.235,5.313,1.976,-23.557,2.253
6.700,1.400,-25.059,4.471,2.145,-23.111,3.052
6.700,1.400,-24.882,4.340,2.154,-22.470,3.458
6.700,1.400,-24.706,5.012,1.895,-23.809,1.975
6.700,1.400,-24.529,5.156,2.064,-24.302,1.696
6.700,1.400,-24.353,4.825,2.306,-25.420,2.339
6.700,1.400,-24.176,4.032,1.942,-24.109,2.723
6.700,1.400,-24.000,4.846,2.097,-23.313,2.097
6.700,1.400,-23.824,5.823,2.093,-23.932,1.123
6.700,1.400,-23.647,4.670,2.067,-25.262,2.678
6.700,1.400,-23.471,3.943,2.121,-24.350,2.983
6.700,1.400,-23.294,5.580,2.081,-25.184,2.300
6.700,1.400,-23.118,6.080,2.275,-22.723,1.143
6.700,1.400,-22.941,5.399,2.174,-23.950,1.819
6.700,1.400,-22.765,3.604,1.951,-23.720,3.286
6.700,1.400,-22.588,4.931,1.889,-25.136,3.140
6.700,1.400,-22.412,4.765,1.962,-23.324,2.212
6.700,1.400,-22.235,4.623,2.194,-24.426,3.122
6.700,1.400,-22.059,5.113,2.112,-23.619,2.337
6.700,1.400,-21.882,5.249,2.080,-23.376,2.190
6.700,1.400,-21.706,3.978,2.173,-24.548,4.011
6.700,1.400,-21.529,3.605,2.026,-22.957,3.465
6.700,1.400,-21.353,5.478,2.295,-23.151,2.351
6.700,1.400,-21.176,3.527,2.251,-22.377,3.498
6.700,1.400,-21.000,5.340,2.043,-22.073,1.848
