GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,4.443,1.689,-24.190,0.562
4.000,1.400,-24.125,4.636,1.738,-23.852,0.770
4.000,1.400,-24.250,4.555,1.776,-24.016,0.710
4.000,1.400,-24.375,4.973,1.712,-24.402,1.023
4.000,1.400,-24.500,4.902,1.774,-24.309,0.995
4.000,1.400,-24.625,4.317,1.779,-24.099,0.721
4.000,1.400,-24.750,4.775,1.926,-24.426,0.991
4.000,1.400,-24.875,4.868,1.896,-23.893,1.401
4.000,1.400,-25.000,4.454,1.810,-24.770,0.654
4.000,1.400,-25.125,4.651,1.816,-24.567,0.953
4.000,1.400,-25.250,3.961,1.838,-24.569,0.811
4.000,1.400,-25.375,4.723,1.779,-24.782,1.009
4.000,1.400,-25.500,5.065,1.783,-24.363,1.604
4.000,1.400,-25.625,4.626,1.772,-24.736,1.149
4.000,1.400,-25.750,4.782,1.726,-24.597,1.431
4.000,1.400,-25.875,4.385,1.684,-25.230,0.803
4.000,1.400,-26.000,5.090,1.775,-25.280,1.359
4.000,1.400,-26.125,4.637,1.809,-25.198,1.197
4.000,1.400,-26.250,5.294,1.721,-24.824,1.952
4.000,1.400,-26.375,4.540,1.784,-25.331,1.237
4.000,1.400,-26.500,4.963,1.788,-24.893,1.913
4.000,1.400,-26.625,4.575,1.655,-26.180,0.770
4.000,1.400,-26.750,4.561,1.778,-25.367,1.540
4.000,1.400,-26.875,4.428,1.800,-26.698,0.612
4.000,1.400,-27.000,4.839,1.708,-26.102,1.267
4.000,1.400,-27.000,4.885,1.716,-25.748,1.565
4.113,1.400,-27.000,4.426,1.806,-26.226,0.928
4.225,1.400,-27.000,4.347,1.790,-25.840,1.230
4.338,1.400,-27.000,5.231,1.624,-25.233,1.993
4.450,1.400,-27.000,4.696,1.812,-26.147,0.979
4.563,1.400,-27.000,4.916,1.898,-26.424,0.839
4.675,1.400,-27.000,5.105,1.855,-26.428,0.848
4.788,1.400,-27.000,4.795,1.815,-26.051,1.036
4.900,1.400,-27.000,5.094,1.980,-26.060,1.121
5.013,1.400,-27.000,5.157,1.738,-26.662,0.500
5.125,1.400,-27.000,5.039,1.691,-26.169,0.885
5.238,1.400,-27.000,5.130,1.745,-25.793,1.260
5.350,1.400,-27.000,5.452,1.688,-25.461,1.569
5.463,1.400,-27.000,5.380,1.817,-25.292,1.760
5.575,1.400,-27.000,5.112,1.775,-26.376,0.863
5.688,1.400,-27.000,5.785,1.706,-24.731,2.292
5.800,1.400,-27.000,5.273,1.771,-25.394,1.730
5.913,1.400,-27.000,5.253,1.863,-26.330,1.048
6.025,1.400,-27.000,5.625,1.685,-25.206,1.860
6.138,1.400,-27.000,5.442,1.783,-24.835,2.306
6.250,1.400,-27.000,5.410,1.676,-24.962,2.222
6.363,1.400,-27.000,5.268,1.900,-25.702,1.769
6.475,1.400,-27.000,5.448,1.777,-25.347,1.982
6.588,1.400,-27.000,6.188,1.739,-25.165,1.908
6.700,1.400,-27.000,5.993,1.861,-25.468,1.749
6.700,1.400,-27.000,5.933,1.814,-25.273,1.934
6.700,1.400,-26.824,6.195,1.692,-24.659,2.241
6.700,1.400,-26.647,6.748,1.494,-24.111,2.539
6.700,1.400,-26.471,6.590,1.776,-24.309,2.197
6.700,1.400,-26.294,6.543,1.646,-24.315,2.001
6.700,1.400,-26.118,6.645,1.602,-24.801,1.333
6.700,1.400,-25.941,6.872,1.639,-24.284,1.683
6.700,1.400,-25.765,6.198,1.677,-24.507,1.382
6.700,1.400,-25.588,6.609,1.525,-24.078,1.518
6.700,1.400,-25.412,6.777,1.401,-24.009,1.405
6.700,1.400,-25.235,6.890,1.609,-23.882,1.382
6.700,1.400,-25.059,6.386,1.692,-24.194,0.965
6.700,1.400,-24.882,6.348,1.715,-23.226,1.723
6.700,1.400,-24.706,6.544,1.738,-24.078,0.730
6.700,1.400,-24.529,6.891,1.602,-23.003,1.552
6.700,1.400,-24.353,6.564,1.798,-23.657,0.813
6.700,1.400,-24.176,7.028,1.563,-22.834,1.391
6.700,1.400,-24.000,5.440,1.712,-24.545,1.408
6.700,1.400,-23.824,7.194,1.770,-23.232,0.855
6.700,1.400,-23.647,5.324,1.719,-23.890,1.434
6.700,1.400,-23.471,5.268,1.833,-22.896,1.603
6.700,1.400,-23.294,6.808,1.497,-22.565,0.743
6.700,1.400,-23.118,6.774,1.536,-23.198,0.174
6.700,1.400,-22.941,4.996,1.700,-23.478,1.812
6.700,1.400,-22.765,6.247,1.704,-23.808,1.178
6.700,1.400,-22.588,5.487,1.622,-21.679,1.532
6.700,1.400,-22.412,6.595,1.675,-22.759,0.455
6.700,1.400,-22.235,6.658,1.625,-23.492,1.278
6.700,1.400,-22.059,6.725,1.576,-22.959,0.918
6.700,1.400,-21.882,6.466,1.561,-22.582,0.756
6.700,1.400,-21.706,7.165,1.542,-22.707,1.113
6.700,1.400,-21.529,6.835,1.620,-23.225,1.715
6.700,1.400,-21.353,6.660,1.610,-22.940,1.602
6.700,1.400,-21.176,6.846,1.495,-22.272,1.109
6.700,1.400,-21.000,6.537,1.719,-22.181,1.234
