GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,4.021,1.664,-24.693,0.742
4.000,1.400,-24.125,4.103,1.677,-24.660,0.611
4.000,1.400,-24.250,3.922,1.785,-24.705,0.601
4.000,1.400,-24.375,4.085,1.787,-24.866,0.631
4.000,1.400,-24.500,3.914,1.698,-25.055,0.636
4.000,1.400,-24.625,3.859,1.916,-24.801,0.564
4.000,1.400,-24.750,3.930,1.732,-25.170,0.540
4.000,1.400,-24.875,3.798,2.026,-24.971,0.664
4.000,1.400,-25.000,3.976,1.784,-24.738,0.465
4.000,1.400,-25.125,3.920,1.750,-24.576,0.656
4.000,1.400,-25.250,3.786,1.688,-24.935,0.478
4.000,1.400,-25.375,3.806,1.680,-25.177,0.394
4.000,1.400,-25.500,3.813,1.983,-25.382,0.624
4.000,1.400,-25.625,3.816,1.824,-25.308,0.560
4.000,1.400,-25.750,3.626,1.884,-25.472,0.672
4.000,1.400,-25.875,3.866,1.826,-25.651,0.500
4.000,1.400,-26.000,3.942,1.945,-25.667,0.641
4.000,1.400,-26.125,3.775,1.793,-25.467,0.798
4.000,1.400,-26.250,3.744,1.782,-25.680,0.732
4.000,1.400,-26.375,3.982,1.652,-25.904,0.534
4.000,1.400,-26.500,4.079,1.872,-26.011,0.684
4.000,1.400,-26.625,4.381,1.781,-25.760,1.019
4.000,1.400,-26.750,4.402,1.698,-26.095,0.824
4.000,1.400,-26.875,4.509,1.661,-26.335,0.787
4.000,1.400,-27.000,4.639,1.886,-26.549,0.920
4.000,1.400,-27.000,4.640,1.789,-26.584,0.856
4.113,1.400,-27.000,4.565,1.946,-26.188,1.078
4.225,1.400,-27.000,4.537,1.773,-26.675,0.585
4.338,1.400,-27.000,4.603,1.916,-26.751,0.632
4.450,1.400,-27.000,5.008,1.792,-26.261,1.005
4.563,1.400,-27.000,4.978,1.758,-26.462,0.768
4.675,1.400,-27.000,4.890,1.724,-26.635,0.533
4.788,1.400,-27.000,4.939,1.838,-26.868,0.481
4.900,1.400,-27.000,4.887,1.726,-26.637,0.488
5.013,1.400,-27.000,4.811,1.950,-26.757,0.633
5.125,1.400,-27.000,4.925,1.880,-26.546,0.690
5.238,1.400,-27.000,4.967,1.759,-26.867,0.469
5.350,1.400,-27.000,4.952,1.922,-26.522,0.812
5.463,1.400,-27.000,4.882,2.028,-26.261,1.130
5.575,1.400,-27.000,4.760,1.731,-26.808,0.900
5.688,1.400,-27.000,4.926,1.669,-26.352,1.036
5.800,1.400,-27.000,4.727,2.016,-26.551,1.316
5.913,1.400,-27.000,4.821,1.972,-26.343,1.396
6.025,1.400,-27.000,4.931,1.866,-25.766,1.714
6.138,1.400,-27.000,4.958,1.845,-26.606,1.320
6.250,1.400,-27.000,5.326,1.956,-26.667,1.129
6.363,1.400,-27.000,5.433,2.085,-26.660,1.204
6.475,1.400,-27.000,5.617,2.044,-26.839,1.084
6.588,1.400,-27.000,5.613,2.021,-26.676,1.201
6.700,1.400,-27.000,5.662,1.748,-26.672,1.143
6.700,1.400,-27.000,5.621,1.859,-26.727,1.204
6.700,1.400,-26.824,5.934,1.583,-25.146,1.853
6.700,1.400,-26.647,6.142,1.610,-25.787,1.046
6.700,1.400,-26.471,6.023,1.461,-25.213,1.429
6.700,1.400,-26.294,6.257,1.650,-24.841,1.540
6.700,1.400,-26.118,6.250,1.593,-24.552,1.641
6.700,1.400,-25.941,5.956,1.580,-23.996,2.091
6.700,1.400,-25.765,5.869,1.712,-23.681,2.264
6.700,1.400,-25.588,6.015,1.595,-23.992,1.748
6.700,1.400,-25.412,6.022,1.509,-23.728,1.819
6.700,1.400,-25.235,6.152,1.651,-23.366,1.964
6.700,1.400,-25.059,6.037,1.597,-22.908,2.259
6.700,1.400,-24.882,6.003,1.603,-24.050,1.104
6.700,1.400,-24.706,5.957,1.715,-23.398,1.537
6.700,1.400,-24.529,5.664,1.534,-23.017,1.838
6.700,1.400,-24.353,5.829,1.882,-23.756,1.160
6.700,1.400,-24.176,6.644,1.280,-22.407,1.774
6.700,1.400,-24.000,6.287,1.573,-22.618,1.453
6.700,1.400,-23.824,6.644,1.469,-22.215,1.611
6.700,1.400,-23.647,6.101,1.668,-23.154,0.821
6.700,1.400,-23.471,6.269,1.655,-22.240,1.329
6.700,1.400,-23.294,6.856,1.347,-22.121,1.184
6.700,1.400,-23.118,6.136,1.357,-23.413,0.638
6.700,1.400,-22.941,5.342,1.900,-22.074,1.687
6.700,1.400,-22.765,6.274,1.675,-23.320,0.752
6.700,1.400,-22.588,6.253,1.956,-22.180,0.822
6.700,1.400,-22.412,6.320,1.653,-22.342,0.462
6.700,1.400,-22.235,6.488,1.494,-22.140,0.251
6.700,1.400,-22.059,6.402,1.608,-22.517,0.585
6.700,1.400,-21.882,6.456,1.481,-22.428,0.603
6.700,1.400,-21.706,6.205,1.638,-22.379,0.869
6.700,1.400,-21.529,6.278,1.494,-22.392,0.965
6.700,1.400,-21.353,6.186,1.541,-22.597,1.353
6.700,1.400,-21.176,6.197,1.669,-22.747,1.671
6.700,1.400,-21.000,5.946,1.698,-22.638,1.828
