0, 16.09, 5.159067, 6.447439
0, 9.823116, 6, 8.958648
0, -0.95, 4.554389, 13.27555
0, 0.2340145, 4.39551, 13.75
0, 16.09, 2.267845, 7.396333
0, 16.09, 3.730989, 11.97203
0, 13.70047, 3.839548, 13.75
0, -0.95, 4.505136, 2.84907
0, 4.155818, 4.7371, -0.95
0, 16.09, 5.279284, 7.929827
0, 7.626438, 4.014133, -0.95
0, 16.09, 5.139583, 0.1042776
0, 9.61953, 6, 0.9102826
0, -0.95, 4.594507, 2.226894
0, 16.09, 2.328596, 4.34951
0, 16.09, 2.073861, 7.998586
0, 4.520423, 1.407918, 13.75
0, -0.95, 1.093041, 11.03057
0, 16.09, 0.1122203, 2.559723
0, 14.14037, 0, 1.590534
0, 16.09, 1.345951, -0.1887379
0, 2.997074, 0, -0.34232
0, -0.95, 0.4057586, -0.3886199
0, 16.09, 2.157468, -0.5885015
0, -0.95, 3.909177, -0.788383
0, 3.548365, 2.661904, -0.95
0, 16.09, 1.466909, 2.407759
0, 0.6945972, 0, 6.529555
0, -0.95, 0.1567008, 6.969862
0, 16.09, 1.78031, 11.53196
0, 4.622056, 2.232136, -0.95
0, 16.09, 0.3269601, 1.407078
0, 14.12191, 0, 1.811593
0, -0.95, 2.503904, 4.909416
0, 16.09, 5.334768, 8.411755
0, 16.09, 5.466948, 7.427211
0, 12.61331, 6, 9.032066
0, 2.392572, 4.432939, 13.75
0, -0.95, 3.920449, 12.20705
0, 16.09, 1.307846, 4.34132
0, 16.09, 5.046548, 2.495397
0, 8.59394, 6, 3.65796
0, -0.95, 4.78607, 5.138129
0, 16.09, 2.618688, 7.780862
0, -0.95, 0.4513059, 10.42359
0, 4.335137, 3.019716, -0.95
0, 16.09, 3.073175, 1.625956
0, -0.95, 3.150671, 5.360095
0, 16.09, 3.228166, 9.094234
0, 0.3135357, 3.299916, 12.55148
0, 15.7712, 6, 13.31801
0, 16.09, 5.939359, 13.58722
0, 15.89723, 5.90269, 13.75
0, 0.1636648, 2.909849, 0.4637756
0, -0.95, 0.7294333, 4.807708
0, 16.09, 0.638787, 2.668492
0, 11.73712, 0, 3.390408
0, -0.95, 1.861839, 5.494539
0, 16.09, 4.362465, 8.320587
0, 4.931353, 6, 10.17122
0, 16.09, 2.443841, 6.590314
0, -0.95, 1.854844, 13.56974
0, -0.5099001, 1.839632, 13.75
0, 16.09, 1.265848, 6.950837
0, -0.95, 0.676851, -0.02858877
0, 16.09, 0.9789758, 6.251887
0, 8.29607, 0, 9.280275
0, -0.95, 1.161375, 12.8729
0, 1.307316, 1.444911, 13.75
0, 16.09, 3.301727, 8.006081
0, 7.586993, 3.549146, -0.95
0, 16.09, 4.164592, 0.1146979
0, -0.95, 5.397945, 2.24835
0, 7.367986, 6, 3.28988
0, 16.09, 5.368702, 4.382001
0, 16.09, 5.878207, 11.79959
0, 15.40914, 6, 12.2989
0, 13.43041, 5.64604, 13.75
0, -0.95, 3.073648, 3.204137
0, 4.714608, 2.060353, -0.95
0, 16.09, 4.443547, 8.170064
0, 5.100959, 5.429451, 13.75
0, -0.95, 5.972325, 10.67749
0, -0.6415319, 6, 10.52086
0, 16.09, 4.498897, 2.02504
0, 16.09, 4.201774, 6.256097
0, -0.95, 5.474504, 12.88157
0, 1.283504, 5.641326, 13.75
0, 6.085621, 6, 11.88284
0, 16.09, 5.252766, 7.992953
0, 16.09, 2.711832, 5.062239
0, -0.95, 2.406649, 10.42337
0, 9.623484, 2.21728, 13.75
0, 16.09, 2.101466, 11.7155
0, -0.95, 1.796283, 6.354375
0, 16.09, 4.628828, 11.16688
0, 12.36806, 5.005609, 13.75
0, 2.545196, 6, 6.932674
0, -0.95, 5.646173, 4.506918
0, 6.912699, 4.850214, -0.95
0, 16.09, 0.6358654, 5.059283
0, 11.76238, 0, 6.420045
0, -0.95, 1.867854, 10.41728
0, 9.649021, 3.425189, 13.75
0, 16.09, 4.371574, 11.72472
0, 6.463149, 3.597634, -0.95
0, 16.09, 4.48781, 0.465024
0, -0.2636681, 6, 2.868804
0, -0.95, 5.936536, 2.969686
0, 16.09, 4.360882, 5.474347
0, 2.510749, 2.54672, -0.95
0, 16.09, 0.09518147, 4.188023
0, 15.56278, 0, 4.387507
0, -0.95, 2.981146, 10.6355
0, 7.281295, 4.467188, 13.75
0, 16.09, 4.65528, -0.1854534
0, 3.018762, 6, -0.3361125
0, -0.95, 5.591708, -0.3818564
0, 16.09, 3.838696, -0.5782595
0, -0.95, 2.085684, -0.7746625
0, 16.09, 1.800237, 11.38082
0, 12.74049, 1.550478, 13.75
0, -0.95, 0.5296354, 4.06641
0, 6.142113, 0.0008065701, -0.95
0, 6.15293, 0, -0.942349
0, 4.056004, 3.72357, -0.95
0, 16.09, 5.870373, 1.868611
0, 15.36337, 6, 2.038803
0, -0.95, 3.089779, 5.859732
0, 16.09, 0.04993057, 9.850853
0, 3.74205, 2.894849, -0.95
0, 16.09, 2.547874, 2.184793
0, -0.95, 2.069053, 6.510764
0, 16.09, 1.590232, 10.83673
0, 4.614647, 1.267777, 13.75
0, 3.896563, 2.493609, -0.95
0, 16.09, 0.9089715, 2.022816
0, 9.095666, 0, 3.728067
0, -0.95, 1.305517, 6.177247
0, 16.09, 3.520007, 10.33168
0, 3.221907, 2.98482, -0.95
0, 16.09, 2.924194, 2.84424
0, -0.95, 2.843912, 7.868595
0, 14.80148, 2.769701, 12.51302
0, 14.29508, 0, 10.12631
0, 16.09, 3.519443, 1.951446
0, -0.95, 4.069555, 4.01811
0, 16.09, 4.619668, 6.084775
0, -0.95, 5.16978, 8.15144
0, 16.09, 5.719892, 10.2181
0, 15.40656, 0.5420413, 13.75
0, 16.09, 0.4330053, 13.14004
0, 13.37591, 0, 10.71778
0, 0.3024302, 2.08574, -0.95
0, -0.95, 2.285552, 0.1677656
0, 9.213059, 4.496964, -0.95
0, 16.09, 5.614349, -0.2408876
0, 13.71651, 6, 0.003853321
0, -0.95, 3.616942, 1.516183
0, 16.09, 0.8482335, 3.273254
0, 5.302249, 3.532825, -0.95
0, 16.09, 4.616889, 0.9828329
0, 2.326373, 6, 3.448851
0, -0.95, 5.670756, 4.035877
0, 16.09, 3.958401, 7.088921
0, 16.09, 2.265468, -0.7954388
0, 12.96356, 2.122742, -0.95
