GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,7.109,1.922,-23.300,3.229
4.000,1.400,-24.125,-4.840,2.686,-25.260,9.005
4.000,1.400,-24.250,4.068,1.681,-23.635,0.680
4.000,1.400,-24.375,4.420,1.772,-26.263,1.970
4.000,1.400,-24.500,6.053,1.288,-22.021,3.221
4.000,1.400,-24.625,5.753,1.749,-24.267,1.823
4.000,1.400,-24.750,3.019,1.733,-23.369,1.727
4.000,1.400,-24.875,6.751,1.840,-24.894,2.786
4.000,1.400,-25.000,5.862,2.296,-24.808,2.075
4.000,1.400,-25.125,4.573,1.854,-24.872,0.773
4.000,1.400,-25.250,6.070,1.697,-25.777,2.156
4.000,1.400,-25.375,6.626,2.337,-26.211,2.911
4.000,1.400,-25.500,5.489,1.836,-22.807,3.109
4.000,1.400,-25.625,7.020,1.458,-21.932,4.771
4.000,1.400,-25.750,5.174,1.730,-19.205,6.657
4.000,1.400,-25.875,6.700,1.664,-23.263,3.766
4.000,1.400,-26.000,4.829,1.788,-22.753,3.374
4.000,1.400,-26.125,4.352,1.622,-20.531,5.609
4.000,1.400,-26.250,3.475,2.427,-23.001,3.448
4.000,1.400,-26.375,4.658,1.487,-22.477,3.954
4.000,1.400,-26.500,2.753,1.581,-20.406,6.223
4.000,1.400,-26.625,5.167,1.750,-24.088,2.814
4.000,1.400,-26.750,3.932,1.376,-24.241,2.510
4.000,1.400,-26.875,6.506,1.016,-23.865,3.935
4.000,1.400,-27.000,6.392,1.553,-24.703,3.320
4.000,1.400,-27.000,6.926,1.882,-22.860,5.092
4.113,1.400,-27.000,5.602,1.203,-24.609,2.824
4.225,1.400,-27.000,4.813,2.450,-25.610,1.839
4.338,1.400,-27.000,3.331,1.997,-26.600,1.237
4.450,1.400,-27.000,5.883,2.133,-27.741,1.771
4.563,1.400,-27.000,7.247,1.608,-28.346,3.010
4.675,1.400,-27.000,5.364,1.753,-27.426,0.884
4.788,1.400,-27.000,3.886,1.965,-23.748,3.421
4.900,1.400,-27.000,4.647,1.489,-21.686,5.321
5.013,1.400,-27.000,5.576,1.867,-28.405,1.585
5.125,1.400,-27.000,7.444,2.033,-25.397,2.889
5.238,1.400,-27.000,5.081,2.005,-23.972,3.092
5.350,1.400,-27.000,5.058,2.073,-25.515,1.656
5.463,1.400,-27.000,5.006,2.656,-27.209,1.353
5.575,1.400,-27.000,4.710,1.644,-24.071,3.064
5.688,1.400,-27.000,5.075,2.477,-24.129,3.126
5.800,1.400,-27.000,5.552,2.381,-26.631,1.077
5.913,1.400,-27.000,7.421,1.884,-26.039,1.853
6.025,1.400,-27.000,4.628,1.608,-18.702,8.417
6.138,1.400,-27.000,4.404,2.103,-24.104,3.447
6.250,1.400,-27.000,6.179,1.457,-25.503,1.500
6.363,1.400,-27.000,7.927,1.675,-26.786,1.603
6.475,1.400,-27.000,7.323,2.537,-27.059,1.420
6.588,1.400,-27.000,6.245,1.573,-26.218,0.871
6.700,1.400,-27.000,6.000,1.654,-22.582,4.480
6.700,1.400,-27.000,5.146,1.687,-27.934,1.836
6.700,1.400,-26.824,5.479,1.334,-25.168,2.058
6.700,1.400,-26.647,6.002,1.592,-25.670,1.216
6.700,1.400,-26.471,5.002,2.212,-28.170,2.536
6.700,1.400,-26.294,4.987,2.204,-21.650,5.015
6.700,1.400,-26.118,6.453,1.110,-23.925,2.225
6.700,1.400,-25.941,6.990,1.254,-25.375,0.652
6.700,1.400,-25.765,6.659,1.699,-25.759,0.302
6.700,1.400,-25.588,0.918,1.586,-25.798,5.789
6.700,1.400,-25.412,5.089,1.358,-26.869,2.172
6.700,1.400,-25.235,2.347,2.432,-26.585,4.673
6.700,1.400,-25.059,5.867,1.742,-25.570,1.036
6.700,1.400,-24.882,1.688,2.400,-24.659,5.115
6.700,1.400,-24.706,5.790,2.118,-23.997,1.359
6.700,1.400,-24.529,4.379,1.122,-23.682,2.487
6.700,1.400,-24.353,3.173,1.774,-25.057,3.616
6.700,1.400,-24.176,4.613,2.508,-25.555,2.736
6.700,1.400,-24.000,3.924,1.726,-26.219,3.569
6.700,1.400,-23.824,2.364,2.376,-24.335,4.474
6.700,1.400,-23.647,4.992,2.173,-23.646,1.875
6.700,1.400,-23.471,5.781,1.727,-24.091,1.156
6.700,1.400,-23.294,4.456,1.976,-25.426,3.149
6.700,1.400,-23.118,6.303,1.772,-28.065,4.977
6.700,1.400,-22.941,4.297,1.611,-26.852,4.595
6.700,1.400,-22.765,2.784,2.061,-21.121,4.298
6.700,1.400,-22.588,3.152,1.833,-21.819,3.656
6.700,1.400,-22.412,4.093,2.198,-26.313,4.759
6.700,1.400,-22.235,5.672,1.956,-24.313,2.384
6.700,1.400,-22.059,5.083,1.911,-22.558,1.768
6.700,1.400,-21.882,2.745,1.641,-24.274,4.628
6.700,1.400,-21.706,3.570,1.915,-23.337,3.567
6.700,1.400,-21.529,2.803,2.008,-23.335,4.338
6.700,1.400,-21.353,4.600,1.514,-24.187,3.529
6.700,1.400,-21.176,4.054,2.392,-24.414,4.297
6.700,1.400,-21.000,5.946,2.155,-26.706,5.805
