GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,3.864,1.791,-23.901,0.425
4.000,1.400,-24.125,3.687,1.857,-24.827,0.894
4.000,1.400,-24.250,5.002,1.611,-22.975,1.635
4.000,1.400,-24.375,4.069,1.890,-24.816,0.663
4.000,1.400,-24.500,4.044,1.871,-25.520,1.124
4.000,1.400,-24.625,5.053,2.260,-25.680,1.721
4.000,1.400,-24.750,3.995,1.723,-24.787,0.325
4.000,1.400,-24.875,4.151,1.882,-22.841,2.096
4.000,1.400,-25.000,3.718,1.821,-23.971,1.147
4.000,1.400,-25.125,4.618,2.256,-26.177,1.490
4.000,1.400,-25.250,4.331,2.079,-25.508,0.798
4.000,1.400,-25.375,4.177,1.714,-23.953,1.467
4.000,1.400,-25.500,3.797,1.697,-24.863,0.731
4.000,1.400,-25.625,4.056,1.893,-23.764,1.926
4.000,1.400,-25.750,4.168,2.283,-25.158,1.076
4.000,1.400,-25.875,3.844,1.857,-27.078,1.296
4.000,1.400,-26.000,3.776,2.278,-26.540,1.055
4.000,1.400,-26.125,3.835,2.224,-25.412,1.102
4.000,1.400,-26.250,3.355,1.783,-25.729,0.914
4.000,1.400,-26.375,3.855,1.750,-24.202,2.206
4.000,1.400,-26.500,4.368,1.833,-26.182,0.651
4.000,1.400,-26.625,2.130,1.833,-28.462,2.657
4.000,1.400,-26.750,4.256,1.800,-23.416,3.367
4.000,1.400,-26.875,5.879,1.653,-25.946,2.111
4.000,1.400,-27.000,3.321,2.354,-27.566,1.300
4.000,1.400,-27.000,3.694,2.164,-26.375,1.033
4.113,1.400,-27.000,5.128,1.885,-26.942,1.127
4.225,1.400,-27.000,4.069,1.930,-26.072,1.080
4.338,1.400,-27.000,4.122,2.264,-26.991,0.891
4.450,1.400,-27.000,4.403,2.311,-26.530,1.026
4.563,1.400,-27.000,4.068,2.332,-26.795,1.075
4.675,1.400,-27.000,4.075,2.276,-27.461,1.157
4.788,1.400,-27.000,3.578,2.127,-27.951,1.701
4.900,1.400,-27.000,4.334,1.857,-26.643,0.810
5.013,1.400,-27.000,4.358,1.788,-25.689,1.516
5.125,1.400,-27.000,4.626,1.964,-27.326,0.821
5.238,1.400,-27.000,6.040,1.659,-27.476,0.968
5.350,1.400,-27.000,4.470,2.279,-25.533,1.924
5.463,1.400,-27.000,4.801,2.202,-26.338,1.233
5.575,1.400,-27.000,5.072,2.144,-26.367,1.099
5.688,1.400,-27.000,5.597,2.088,-26.451,0.885
5.800,1.400,-27.000,5.708,1.780,-27.721,0.820
5.913,1.400,-27.000,6.052,2.050,-27.883,1.106
6.025,1.400,-27.000,4.515,1.861,-25.154,2.429
6.138,1.400,-27.000,5.244,1.537,-25.469,1.778
6.250,1.400,-27.000,4.542,1.641,-26.150,1.923
6.363,1.400,-27.000,5.183,1.736,-28.210,1.723
6.475,1.400,-27.000,6.596,1.910,-26.472,0.743
6.588,1.400,-27.000,5.644,1.975,-25.637,1.754
6.700,1.400,-27.000,5.654,2.058,-25.957,1.617
6.700,1.400,-27.000,5.972,2.021,-25.731,1.589
6.700,1.400,-26.824,6.058,1.988,-22.575,4.336
6.700,1.400,-26.647,6.032,1.906,-26.018,1.048
6.700,1.400,-26.471,4.482,1.897,-23.866,3.457
6.700,1.400,-26.294,6.300,1.673,-26.812,0.709
6.700,1.400,-26.118,6.202,1.851,-26.535,0.791
6.700,1.400,-25.941,6.622,1.864,-24.961,1.087
6.700,1.400,-25.765,5.206,2.023,-23.283,2.963
6.700,1.400,-25.588,6.556,1.866,-24.633,1.072
6.700,1.400,-25.412,6.260,2.140,-24.922,0.990
6.700,1.400,-25.235,6.043,1.802,-23.583,1.824
6.700,1.400,-25.059,6.507,1.799,-24.197,0.969
6.700,1.400,-24.882,6.315,1.914,-23.748,1.304
6.700,1.400,-24.706,6.413,2.020,-22.592,2.221
6.700,1.400,-24.529,6.297,1.769,-24.084,0.705
6.700,1.400,-24.353,6.730,1.854,-22.164,2.236
6.700,1.400,-24.176,7.069,1.528,-22.410,1.809
6.700,1.400,-24.000,5.097,1.744,-25.478,2.207
6.700,1.400,-23.824,6.985,1.455,-23.259,0.635
6.700,1.400,-23.647,5.159,2.712,-21.934,2.652
6.700,1.400,-23.471,6.507,1.570,-21.508,1.979
6.700,1.400,-23.294,6.400,1.512,-23.644,0.474
6.700,1.400,-23.118,5.402,2.047,-23.878,1.637
6.700,1.400,-22.941,6.226,2.098,-21.744,1.465
6.700,1.400,-22.765,5.372,1.857,-24.169,1.986
6.700,1.400,-22.588,4.915,1.546,-21.710,1.995
6.700,1.400,-22.412,5.707,1.751,-22.003,1.130
6.700,1.400,-22.235,7.124,1.573,-21.783,0.644
6.700,1.400,-22.059,6.122,2.005,-21.429,1.047
6.700,1.400,-21.882,6.506,1.759,-22.092,0.459
6.700,1.400,-21.706,6.481,1.792,-22.285,0.733
6.700,1.400,-21.529,7.923,1.683,-21.772,1.278
6.700,1.400,-21.353,6.569,1.790,-22.576,1.291
6.700,1.400,-21.176,6.882,1.785,-22.242,1.148
6.700,1.400,-21.000,6.602,1.931,-21.431,0.690
