GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,6.244,1.706,-21.863,3.114
4.000,1.400,-24.125,6.390,1.807,-21.782,3.372
4.000,1.400,-24.250,6.420,1.696,-22.028,3.298
4.000,1.400,-24.375,6.230,1.850,-22.282,3.091
4.000,1.400,-24.500,6.234,1.726,-22.185,3.234
4.000,1.400,-24.625,6.682,1.650,-22.024,3.744
4.000,1.400,-24.750,6.633,1.994,-22.172,3.732
4.000,1.400,-24.875,6.303,1.900,-22.474,3.364
4.000,1.400,-25.000,6.388,1.738,-22.501,3.473
4.000,1.400,-25.125,6.399,1.904,-22.496,3.594
4.000,1.400,-25.250,6.084,1.713,-23.763,2.579
4.000,1.400,-25.375,5.647,1.870,-23.240,2.736
4.000,1.400,-25.500,6.209,1.851,-23.807,2.819
4.000,1.400,-25.625,6.741,1.811,-22.922,3.872
4.000,1.400,-25.750,5.752,2.036,-22.353,3.875
4.000,1.400,-25.875,6.113,1.966,-24.175,2.770
4.000,1.400,-26.000,6.263,1.868,-22.655,4.065
4.000,1.400,-26.125,5.698,1.916,-22.623,3.926
4.000,1.400,-26.250,6.787,1.848,-22.796,4.460
4.000,1.400,-26.375,6.415,1.713,-23.391,3.851
4.000,1.400,-26.500,6.625,1.792,-23.240,4.204
4.000,1.400,-26.625,6.265,1.901,-23.794,3.660
4.000,1.400,-26.750,5.978,1.916,-23.993,3.432
4.000,1.400,-26.875,6.277,1.901,-23.977,3.719
4.000,1.400,-27.000,6.017,1.950,-23.661,3.940
4.000,1.400,-27.000,6.249,1.889,-24.440,3.443
4.113,1.400,-27.000,6.270,2.004,-23.699,3.989
4.225,1.400,-27.000,6.220,1.963,-24.874,2.969
4.338,1.400,-27.000,6.319,1.857,-25.362,2.611
4.450,1.400,-27.000,6.102,1.798,-24.715,2.847
4.563,1.400,-27.000,6.318,1.921,-24.552,3.057
4.675,1.400,-27.000,6.293,2.065,-25.017,2.644
4.788,1.400,-27.000,5.841,1.811,-24.984,2.312
4.900,1.400,-27.000,6.107,2.081,-25.496,2.046
5.013,1.400,-27.000,6.187,2.008,-26.458,1.429
5.125,1.400,-27.000,5.691,1.960,-26.020,1.263
5.238,1.400,-27.000,5.866,1.778,-26.256,1.045
5.350,1.400,-27.000,5.672,2.048,-26.138,1.126
5.463,1.400,-27.000,5.447,2.048,-26.114,1.098
5.575,1.400,-27.000,5.666,2.077,-26.180,1.067
5.688,1.400,-27.000,5.603,2.177,-26.103,1.190
5.800,1.400,-27.000,5.063,2.021,-25.918,1.449
5.913,1.400,-27.000,5.423,2.151,-26.174,1.219
6.025,1.400,-27.000,5.546,1.933,-26.648,0.798
6.138,1.400,-27.000,5.197,2.146,-26.388,1.347
6.250,1.400,-27.000,5.305,2.123,-27.318,1.232
6.363,1.400,-27.000,5.183,2.002,-26.809,1.338
6.475,1.400,-27.000,4.737,1.911,-27.044,1.812
6.588,1.400,-27.000,5.104,2.196,-26.975,1.684
6.700,1.400,-27.000,4.658,1.976,-26.837,2.128
6.700,1.400,-27.000,4.894,1.920,-27.059,1.881
6.700,1.400,-26.824,4.875,2.030,-27.285,1.985
6.700,1.400,-26.647,4.908,2.108,-26.489,1.933
6.700,1.400,-26.471,4.996,2.234,-27.154,2.017
6.700,1.400,-26.294,4.833,2.114,-27.238,2.211
6.700,1.400,-26.118,4.437,1.985,-26.390,2.353
6.700,1.400,-25.941,3.936,2.133,-27.318,3.174
6.700,1.400,-25.765,4.299,2.004,-26.862,2.708
6.700,1.400,-25.588,4.116,2.053,-27.390,3.218
6.700,1.400,-25.412,3.921,2.200,-27.085,3.341
6.700,1.400,-25.235,3.586,1.996,-27.238,3.750
6.700,1.400,-25.059,3.982,1.920,-27.073,3.423
6.700,1.400,-24.882,4.062,1.803,-26.350,3.046
6.700,1.400,-24.706,3.780,2.102,-26.216,3.362
6.700,1.400,-24.529,4.309,2.094,-26.380,3.103
6.700,1.400,-24.353,3.840,1.928,-26.258,3.477
6.700,1.400,-24.176,4.126,1.846,-26.268,3.346
6.700,1.400,-24.000,3.884,2.049,-26.024,3.528
6.700,1.400,-23.824,3.887,1.968,-25.733,3.447
6.700,1.400,-23.647,4.084,1.978,-25.569,3.297
6.700,1.400,-23.471,4.071,2.005,-24.936,3.070
6.700,1.400,-23.294,4.079,2.030,-25.069,3.228
6.700,1.400,-23.118,3.942,1.908,-24.702,3.220
6.700,1.400,-22.941,4.125,1.858,-25.123,3.406
6.700,1.400,-22.765,3.708,1.904,-25.348,3.985
6.700,1.400,-22.588,3.861,2.084,-24.512,3.497
6.700,1.400,-22.412,4.462,2.107,-24.543,3.171
6.700,1.400,-22.235,4.386,1.936,-24.242,3.109
6.700,1.400,-22.059,4.125,1.952,-24.337,3.482
6.700,1.400,-21.882,3.919,2.027,-24.357,3.775
6.700,1.400,-21.706,4.521,2.092,-24.250,3.420
6.700,1.400,-21.529,3.935,1.901,-24.483,4.076
6.700,1.400,-21.353,3.972,1.901,-24.878,4.485
6.700,1.400,-21.176,4.236,1.871,-24.101,3.853
6.700,1.400,-21.000,3.959,1.933,-23.972,4.078
