GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,5.907,1.747,-23.356,2.042
4.000,1.400,-24.125,5.551,1.845,-22.820,2.076
4.000,1.400,-24.250,6.064,1.921,-22.919,2.510
4.000,1.400,-24.375,6.016,1.874,-22.918,2.532
4.000,1.400,-24.500,5.854,1.830,-22.774,2.569
4.000,1.400,-24.625,6.233,1.831,-22.860,2.879
4.000,1.400,-24.750,6.256,1.827,-23.376,2.676
4.000,1.400,-24.875,6.041,1.925,-23.625,2.450
4.000,1.400,-25.000,5.933,1.870,-23.311,2.610
4.000,1.400,-25.125,5.870,2.014,-23.075,2.842
4.000,1.400,-25.250,5.881,1.926,-23.846,2.405
4.000,1.400,-25.375,5.545,2.001,-23.566,2.454
4.000,1.400,-25.500,5.698,1.855,-23.806,2.441
4.000,1.400,-25.625,6.196,1.848,-23.630,3.001
4.000,1.400,-25.750,5.210,1.911,-23.471,2.630
4.000,1.400,-25.875,5.815,1.946,-24.046,2.634
4.000,1.400,-26.000,5.824,2.043,-23.394,3.245
4.000,1.400,-26.125,4.901,2.017,-23.404,2.932
4.000,1.400,-26.250,6.363,1.938,-23.337,3.789
4.000,1.400,-26.375,6.063,1.907,-23.482,3.589
4.000,1.400,-26.500,6.118,1.736,-23.220,3.919
4.000,1.400,-26.625,5.742,1.954,-23.423,3.686
4.000,1.400,-26.750,5.594,1.939,-23.938,3.277
4.000,1.400,-26.875,5.975,2.006,-24.020,3.524
4.000,1.400,-27.000,5.723,1.935,-24.256,3.284
4.000,1.400,-27.000,6.167,1.883,-23.796,3.898
4.113,1.400,-27.000,6.265,2.027,-23.711,3.981
4.225,1.400,-27.000,5.821,1.889,-24.111,3.336
4.338,1.400,-27.000,5.860,1.868,-23.981,3.414
4.450,1.400,-27.000,6.160,1.966,-24.448,3.124
4.563,1.400,-27.000,5.880,1.930,-24.316,3.036
4.675,1.400,-27.000,6.061,2.044,-23.758,3.584
4.788,1.400,-27.000,5.959,1.935,-24.521,2.794
4.900,1.400,-27.000,5.865,1.868,-24.368,2.842
5.013,1.400,-27.000,5.754,1.913,-24.665,2.503
5.125,1.400,-27.000,5.561,1.940,-24.917,2.196
5.238,1.400,-27.000,5.494,2.085,-24.747,2.368
5.350,1.400,-27.000,5.467,1.881,-25.082,1.981
5.463,1.400,-27.000,5.069,1.927,-25.048,2.060
5.575,1.400,-27.000,5.120,2.171,-25.453,1.787
5.688,1.400,-27.000,5.059,1.846,-24.923,2.215
5.800,1.400,-27.000,5.347,1.839,-25.188,1.918
5.913,1.400,-27.000,5.288,1.856,-24.910,2.228
6.025,1.400,-27.000,5.009,1.944,-25.383,1.986
6.138,1.400,-27.000,5.257,1.967,-25.140,2.134
6.250,1.400,-27.000,4.897,1.843,-25.422,2.125
6.363,1.400,-27.000,5.095,1.957,-25.105,2.347
6.475,1.400,-27.000,4.843,1.915,-24.911,2.701
6.588,1.400,-27.000,5.209,1.860,-25.029,2.449
6.700,1.400,-27.000,5.373,1.902,-24.941,2.500
6.700,1.400,-27.000,4.949,2.121,-25.470,2.435
6.700,1.400,-26.824,4.559,2.162,-25.801,2.492
6.700,1.400,-26.647,4.817,1.948,-25.957,2.079
6.700,1.400,-26.471,5.228,2.127,-25.329,1.999
6.700,1.400,-26.294,4.993,1.995,-25.419,2.009
6.700,1.400,-26.118,4.686,1.978,-25.080,2.338
6.700,1.400,-25.941,4.592,2.104,-25.869,2.224
6.700,1.400,-25.765,4.770,1.887,-25.344,2.035
6.700,1.400,-25.588,4.704,2.007,-25.040,2.157
6.700,1.400,-25.412,4.602,2.073,-25.445,2.203
6.700,1.400,-25.235,4.497,2.102,-25.182,2.313
6.700,1.400,-25.059,4.427,2.074,-25.552,2.422
6.700,1.400,-24.882,4.461,2.029,-25.308,2.364
6.700,1.400,-24.706,4.467,1.984,-24.837,2.312
6.700,1.400,-24.529,4.560,2.248,-24.970,2.343
6.700,1.400,-24.353,4.498,1.938,-24.642,2.285
6.700,1.400,-24.176,4.409,1.941,-24.913,2.467
6.700,1.400,-24.000,4.415,1.979,-24.932,2.535
6.700,1.400,-23.824,4.387,2.039,-24.941,2.647
6.700,1.400,-23.647,4.608,1.964,-24.578,2.358
6.700,1.400,-23.471,4.720,1.998,-24.079,2.156
6.700,1.400,-23.294,4.599,1.903,-24.693,2.574
6.700,1.400,-23.118,4.345,2.031,-24.339,2.727
6.700,1.400,-22.941,4.521,2.027,-24.676,2.855
6.700,1.400,-22.765,4.511,1.928,-24.126,2.632
6.700,1.400,-22.588,4.485,1.952,-24.236,2.815
6.700,1.400,-22.412,4.746,2.058,-24.235,2.753
6.700,1.400,-22.235,4.816,2.093,-24.191,2.803
6.700,1.400,-22.059,4.667,1.837,-24.044,2.875
6.700,1.400,-21.882,4.702,1.977,-23.464,2.612
6.700,1.400,-21.706,4.763,2.082,-24.461,3.437
6.700,1.400,-21.529,4.380,2.106,-23.665,3.232
6.700,1.400,-21.353,4.797,1.945,-24.222,3.485
6.700,1.400,-21.176,4.726,2.073,-23.572,3.176
6.700,1.400,-21.000,4.269,2.112,-23.723,3.719
