GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,4.334,1.604,-24.804,0.895
4.000,1.400,-24.125,3.580,1.324,-25.540,1.478
4.000,1.400,-24.250,3.973,1.730,-24.721,0.576
4.000,1.400,-24.375,4.023,1.511,-25.255,0.888
4.000,1.400,-24.500,4.191,1.651,-25.001,0.592
4.000,1.400,-24.625,3.816,2.040,-25.010,0.769
4.000,1.400,-24.750,3.321,1.913,-25.471,1.115
4.000,1.400,-24.875,3.874,1.868,-25.318,0.657
4.000,1.400,-25.000,4.219,1.256,-24.877,0.290
4.000,1.400,-25.125,3.247,2.249,-25.836,1.339
4.000,1.400,-25.250,3.347,2.090,-26.201,1.344
4.000,1.400,-25.375,3.740,2.071,-25.593,0.752
4.000,1.400,-25.500,3.840,2.316,-25.702,0.952
4.000,1.400,-25.625,3.733,1.796,-25.331,0.561
4.000,1.400,-25.750,3.987,1.702,-25.638,0.323
4.000,1.400,-25.875,4.118,1.924,-26.456,0.791
4.000,1.400,-26.000,3.747,2.089,-26.458,0.865
4.000,1.400,-26.125,3.531,2.527,-26.067,1.222
4.000,1.400,-26.250,3.551,2.260,-25.994,1.003
4.000,1.400,-26.375,4.167,2.141,-26.350,0.760
4.000,1.400,-26.500,4.599,1.721,-26.110,0.784
4.000,1.400,-26.625,3.654,1.758,-26.891,0.565
4.000,1.400,-26.750,3.960,1.728,-26.646,0.346
4.000,1.400,-26.875,4.390,2.186,-27.342,0.994
4.000,1.400,-27.000,4.476,2.330,-27.185,1.061
4.000,1.400,-27.000,4.420,1.925,-27.270,0.725
4.113,1.400,-27.000,4.046,1.965,-27.798,0.980
4.225,1.400,-27.000,4.576,1.836,-26.765,0.607
4.338,1.400,-27.000,4.041,1.811,-27.165,0.533
4.450,1.400,-27.000,4.463,2.569,-27.423,1.243
4.563,1.400,-27.000,4.508,1.810,-26.998,0.414
4.675,1.400,-27.000,4.373,2.100,-27.446,0.884
4.788,1.400,-27.000,4.690,2.212,-26.831,0.835
4.900,1.400,-27.000,5.084,1.508,-26.936,0.223
5.013,1.400,-27.000,4.642,2.151,-27.281,0.883
5.125,1.400,-27.000,5.003,1.320,-27.205,0.251
5.238,1.400,-27.000,4.990,2.359,-27.510,1.114
5.350,1.400,-27.000,5.216,2.037,-27.608,0.890
5.463,1.400,-27.000,4.947,2.483,-27.109,1.205
5.575,1.400,-27.000,5.642,2.050,-27.478,0.810
5.688,1.400,-27.000,5.152,2.047,-27.212,0.867
5.800,1.400,-27.000,5.431,1.179,-26.502,0.658
5.913,1.400,-27.000,5.587,1.847,-27.886,1.044
6.025,1.400,-27.000,6.799,2.200,-27.619,1.273
6.138,1.400,-27.000,5.421,2.058,-26.308,1.194
6.250,1.400,-27.000,5.326,2.540,-25.549,2.064
6.363,1.400,-27.000,5.746,2.178,-26.844,1.005
6.475,1.400,-27.000,5.584,2.735,-25.732,2.045
6.588,1.400,-27.000,5.870,2.389,-25.978,1.593
6.700,1.400,-27.000,6.371,2.380,-27.148,1.044
6.700,1.400,-27.000,6.412,2.048,-28.127,1.331
6.700,1.400,-26.824,5.308,0.901,-24.499,2.754
6.700,1.400,-26.647,6.173,2.429,-26.517,1.163
6.700,1.400,-26.471,6.048,1.831,-24.466,2.151
6.700,1.400,-26.294,6.056,1.985,-27.021,1.134
6.700,1.400,-26.118,6.065,2.160,-25.463,1.187
6.700,1.400,-25.941,6.342,2.211,-25.844,0.892
6.700,1.400,-25.765,6.318,1.469,-25.118,0.754
6.700,1.400,-25.588,6.298,1.590,-25.095,0.664
6.700,1.400,-25.412,5.730,2.252,-25.177,1.312
6.700,1.400,-25.235,6.388,1.753,-24.930,0.562
6.700,1.400,-25.059,6.692,1.397,-23.705,1.354
6.700,1.400,-24.882,6.288,1.723,-24.406,0.708
6.700,1.400,-24.706,5.728,1.646,-24.884,1.019
6.700,1.400,-24.529,6.284,2.285,-23.874,1.177
6.700,1.400,-24.353,6.845,1.904,-23.418,1.072
6.700,1.400,-24.176,6.620,2.174,-22.916,1.481
6.700,1.400,-24.000,6.603,2.772,-21.700,2.680
6.700,1.400,-23.824,6.278,1.884,-23.670,0.660
6.700,1.400,-23.647,5.607,1.994,-20.940,2.979
6.700,1.400,-23.471,6.328,1.939,-23.034,0.787
6.700,1.400,-23.294,6.242,1.364,-22.444,0.966
6.700,1.400,-23.118,6.410,2.150,-23.270,0.818
6.700,1.400,-22.941,6.418,1.692,-20.579,2.397
6.700,1.400,-22.765,5.882,1.623,-24.637,2.055
6.700,1.400,-22.588,5.628,1.502,-21.606,1.458
6.700,1.400,-22.412,5.344,1.652,-22.221,1.392
6.700,1.400,-22.235,6.724,2.578,-21.631,1.324
6.700,1.400,-22.059,6.304,1.801,-22.606,0.786
6.700,1.400,-21.882,5.952,2.174,-22.107,1.099
6.700,1.400,-21.706,6.847,1.778,-21.937,0.467
6.700,1.400,-21.529,6.858,1.305,-22.155,0.652
6.700,1.400,-21.353,6.367,2.666,-22.366,1.656
6.700,1.400,-21.176,6.254,2.240,-22.713,1.807
6.700,1.400,-21.000,6.320,1.136,-21.287,0.544
