GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,3.787,1.869,-24.321,0.607
4.000,1.400,-24.125,3.780,2.022,-24.396,0.714
4.000,1.400,-24.250,3.807,2.154,-24.557,0.837
4.000,1.400,-24.375,3.828,1.644,-24.592,0.369
4.000,1.400,-24.500,3.807,1.586,-24.649,0.306
4.000,1.400,-24.625,3.874,1.897,-24.715,0.521
4.000,1.400,-24.750,3.864,1.818,-24.912,0.468
4.000,1.400,-24.875,3.823,1.940,-25.030,0.588
4.000,1.400,-25.000,3.834,2.350,-25.150,0.976
4.000,1.400,-25.125,3.804,1.471,-25.421,0.362
4.000,1.400,-25.250,3.830,2.246,-25.384,0.874
4.000,1.400,-25.375,3.774,2.718,-25.586,1.354
4.000,1.400,-25.500,3.845,1.923,-25.715,0.586
4.000,1.400,-25.625,3.766,1.987,-25.950,0.710
4.000,1.400,-25.750,3.806,1.623,-25.964,0.365
4.000,1.400,-25.875,3.750,1.608,-26.142,0.421
4.000,1.400,-26.000,3.766,1.574,-26.198,0.353
4.000,1.400,-26.125,3.816,1.173,-26.311,0.347
4.000,1.400,-26.250,3.713,1.061,-26.409,0.472
4.000,1.400,-26.375,3.789,0.905,-26.683,0.620
4.000,1.400,-26.500,3.753,1.121,-26.654,0.403
4.000,1.400,-26.625,3.846,1.453,-26.751,0.206
4.000,1.400,-26.750,3.812,1.767,-26.888,0.434
4.000,1.400,-26.875,4.101,1.897,-26.805,0.512
4.000,1.400,-27.000,3.998,3.097,-27.125,1.702
4.000,1.400,-27.000,4.188,3.055,-27.073,1.667
4.113,1.400,-27.000,4.062,2.824,-27.228,1.443
4.225,1.400,-27.000,4.339,2.631,-27.183,1.250
4.338,1.400,-27.000,4.278,2.286,-27.246,0.922
4.450,1.400,-27.000,4.437,2.256,-27.211,0.882
4.563,1.400,-27.000,4.418,1.854,-27.221,0.525
4.675,1.400,-27.000,4.557,2.311,-27.299,0.966
4.788,1.400,-27.000,4.580,2.324,-27.355,1.012
4.900,1.400,-27.000,4.707,2.071,-27.357,0.784
5.013,1.400,-27.000,4.721,2.262,-27.295,0.957
5.125,1.400,-27.000,4.905,1.791,-27.161,0.477
5.238,1.400,-27.000,4.965,2.612,-27.227,1.263
5.350,1.400,-27.000,4.917,2.141,-27.180,0.876
5.463,1.400,-27.000,5.117,1.937,-27.171,0.661
5.575,1.400,-27.000,5.103,2.409,-27.016,1.114
5.688,1.400,-27.000,5.210,2.212,-26.894,0.947
5.800,1.400,-27.000,5.343,2.072,-26.943,0.815
5.913,1.400,-27.000,5.581,1.745,-27.046,0.480
6.025,1.400,-27.000,5.472,2.331,-26.794,1.102
6.138,1.400,-27.000,5.615,1.842,-26.869,0.697
6.250,1.400,-27.000,5.782,1.640,-26.864,0.544
6.363,1.400,-27.000,5.829,1.811,-26.750,0.718
6.475,1.400,-27.000,5.988,1.523,-26.568,0.663
6.588,1.400,-27.000,6.097,1.758,-26.828,0.631
6.700,1.400,-27.000,6.440,1.344,-27.155,0.308
6.700,1.400,-27.000,6.480,1.635,-27.126,0.346
6.700,1.400,-26.824,6.250,1.830,-26.282,0.825
6.700,1.400,-26.647,6.399,1.748,-26.642,0.460
6.700,1.400,-26.471,6.450,1.247,-26.438,0.294
6.700,1.400,-26.294,6.450,1.217,-26.459,0.351
6.700,1.400,-26.118,6.306,2.048,-26.063,0.760
6.700,1.400,-25.941,6.422,1.578,-26.139,0.385
6.700,1.400,-25.765,6.406,1.978,-25.818,0.651
6.700,1.400,-25.588,6.454,2.053,-25.685,0.705
6.700,1.400,-25.412,6.388,2.593,-25.475,1.235
6.700,1.400,-25.235,6.350,1.912,-25.389,0.639
6.700,1.400,-25.059,6.272,2.176,-25.181,0.894
6.700,1.400,-24.882,6.413,1.967,-25.199,0.710
6.700,1.400,-24.706,6.271,2.123,-24.852,0.853
6.700,1.400,-24.529,6.227,2.415,-24.456,1.122
6.700,1.400,-24.353,6.035,2.558,-23.953,1.394
6.700,1.400,-24.176,6.445,1.786,-23.251,1.034
6.700,1.400,-24.000,6.386,1.420,-23.262,0.802
6.700,1.400,-23.824,6.435,1.418,-22.678,1.176
6.700,1.400,-23.647,6.186,1.774,-23.625,0.636
6.700,1.400,-23.471,6.276,1.834,-22.564,1.091
6.700,1.400,-23.294,6.352,2.168,-22.866,0.946
6.700,1.400,-23.118,6.188,1.355,-23.786,0.843
6.700,1.400,-22.941,6.190,2.525,-22.657,1.267
6.700,1.400,-22.765,6.306,1.328,-23.620,0.945
6.700,1.400,-22.588,6.436,2.233,-22.194,0.959
6.700,1.400,-22.412,6.456,2.401,-22.587,1.045
6.700,1.400,-22.235,6.426,2.418,-22.309,1.057
6.700,1.400,-22.059,6.449,2.631,-22.318,1.283
6.700,1.400,-21.882,6.474,2.517,-21.894,1.140
6.700,1.400,-21.706,6.298,2.235,-22.279,1.090
6.700,1.400,-21.529,6.436,2.494,-21.958,1.204
6.700,1.400,-21.353,6.325,2.644,-21.768,1.364
6.700,1.400,-21.176,6.361,2.420,-21.641,1.171
6.700,1.400,-21.000,6.366,2.559,-21.453,1.289
