GT_X,GT_Y,GT_Z,EST_X,EST_Y,EST_Z,Error
4.000,1.400,-24.000,4.440,2.001,-23.204,1.090
4.000,1.400,-24.125,4.557,1.926,-23.775,0.843
4.000,1.400,-24.250,4.848,1.910,-24.504,1.021
4.000,1.400,-24.375,4.810,1.866,-24.231,0.945
4.000,1.400,-24.500,4.789,1.991,-23.774,1.225
4.000,1.400,-24.625,4.767,1.942,-23.850,1.218
4.000,1.400,-24.750,4.675,1.869,-24.205,0.986
4.000,1.400,-24.875,4.636,2.018,-24.168,1.134
4.000,1.400,-25.000,4.376,1.961,-24.093,1.131
4.000,1.400,-25.125,4.379,1.872,-24.348,0.985
4.000,1.400,-25.250,4.439,1.859,-23.894,1.497
4.000,1.400,-25.375,4.753,2.025,-23.837,1.823
4.000,1.400,-25.500,4.504,2.045,-24.346,1.415
4.000,1.400,-25.625,5.007,1.886,-24.306,1.729
4.000,1.400,-25.750,4.778,1.907,-24.010,1.973
4.000,1.400,-25.875,4.572,1.955,-24.751,1.378
4.000,1.400,-26.000,4.872,1.979,-24.948,1.483
4.000,1.400,-26.125,4.788,1.922,-24.403,1.965
4.000,1.400,-26.250,4.730,2.105,-25.300,1.391
4.000,1.400,-26.375,4.689,1.953,-24.952,1.675
4.000,1.400,-26.500,5.025,2.135,-24.736,2.169
4.000,1.400,-26.625,4.143,2.075,-25.432,1.378
4.000,1.400,-26.750,4.450,2.054,-25.167,1.771
4.000,1.400,-26.875,4.644,2.117,-25.610,1.591
4.000,1.400,-27.000,4.723,2.021,-25.442,1.826
4.000,1.400,-27.000,4.568,1.946,-25.698,1.522
4.113,1.400,-27.000,4.564,2.001,-25.661,1.535
4.225,1.400,-27.000,4.840,2.152,-25.210,2.037
4.338,1.400,-27.000,4.758,2.005,-25.368,1.791
4.450,1.400,-27.000,4.805,1.994,-25.396,1.747
4.563,1.400,-27.000,4.923,1.894,-24.933,2.155
4.675,1.400,-27.000,4.758,1.954,-25.628,1.482
4.788,1.400,-27.000,4.922,2.057,-25.537,1.609
4.900,1.400,-27.000,4.585,2.089,-25.310,1.852
5.013,1.400,-27.000,5.152,1.946,-25.706,1.411
5.125,1.400,-27.000,4.588,1.994,-25.385,1.803
5.238,1.400,-27.000,5.073,2.001,-25.420,1.699
5.350,1.400,-27.000,5.207,2.040,-25.241,1.877
5.463,1.400,-27.000,5.253,2.071,-25.288,1.851
5.575,1.400,-27.000,5.079,1.965,-25.409,1.759
5.688,1.400,-27.000,5.141,1.896,-24.734,2.383
5.800,1.400,-27.000,5.343,1.794,-25.265,1.837
5.913,1.400,-27.000,5.347,1.901,-24.966,2.170
6.025,1.400,-27.000,5.466,1.986,-25.323,1.862
6.138,1.400,-27.000,4.930,2.004,-25.416,2.081
6.250,1.400,-27.000,5.041,2.004,-25.309,2.165
6.363,1.400,-27.000,5.563,1.976,-24.989,2.240
6.475,1.400,-27.000,5.196,1.956,-25.282,2.213
6.588,1.400,-27.000,5.665,2.007,-24.931,2.346
6.700,1.400,-27.000,5.386,2.098,-24.471,2.934
6.700,1.400,-27.000,5.601,2.020,-25.041,2.331
6.700,1.400,-26.824,5.571,1.950,-24.348,2.776
6.700,1.400,-26.647,5.962,2.017,-24.597,2.264
6.700,1.400,-26.471,6.078,2.063,-24.659,2.027
6.700,1.400,-26.294,6.229,1.746,-24.482,1.904
6.700,1.400,-26.118,6.003,1.789,-24.247,2.034
6.700,1.400,-25.941,5.757,1.642,-24.346,1.869
6.700,1.400,-25.765,5.942,1.937,-24.078,1.926
6.700,1.400,-25.588,5.857,1.773,-23.564,2.224
6.700,1.400,-25.412,6.030,2.010,-24.084,1.607
6.700,1.400,-25.235,6.216,1.783,-23.991,1.389
6.700,1.400,-25.059,5.736,2.152,-23.713,1.818
6.700,1.400,-24.882,5.850,2.073,-23.785,1.542
6.700,1.400,-24.706,5.519,1.935,-23.772,1.598
6.700,1.400,-24.529,6.134,1.796,-23.830,0.983
6.700,1.400,-24.353,5.662,1.910,-23.804,1.280
6.700,1.400,-24.176,6.269,1.846,-23.192,1.164
6.700,1.400,-24.000,5.222,1.987,-23.018,1.869
6.700,1.400,-23.824,6.509,1.822,-22.866,1.064
6.700,1.400,-23.647,5.451,2.015,-23.184,1.467
6.700,1.400,-23.471,5.357,1.919,-23.234,1.459
6.700,1.400,-23.294,6.242,1.927,-23.382,0.704
6.700,1.400,-23.118,5.961,1.869,-23.492,0.952
6.700,1.400,-22.941,4.671,2.025,-23.918,2.337
6.700,1.400,-22.765,5.917,1.800,-23.889,1.428
6.700,1.400,-22.588,5.483,1.868,-22.885,1.337
6.700,1.400,-22.412,6.197,1.866,-22.927,0.857
6.700,1.400,-22.235,6.111,1.967,-23.321,1.360
6.700,1.400,-22.059,6.012,1.968,-23.184,1.436
6.700,1.400,-21.882,5.834,1.886,-22.790,1.345
6.700,1.400,-21.706,6.227,1.776,-22.634,1.108
6.700,1.400,-21.529,6.112,1.924,-23.064,1.725
6.700,1.400,-21.353,5.999,1.877,-23.045,1.893
6.700,1.400,-21.176,6.105,1.971,-22.507,1.566
6.700,1.400,-21.000,6.012,2.011,-22.716,1.947
